WiktionaryCode	iso-639-3	Canonical name	Family	Scripts	Lang Package Python
anz	anz	Anem	Papuan	Latn	Anem
aoa	aoa	Angolar	creole or pidgin	Latn	Angolar
aob	aob	Abom	Trans-New Guinea	Latn	Abom
aoc	aoc	Pemon	Pemongan	Latn	Pemon
aod	aod	Andarum	Papuan	Latn	Andarum
aoe	aoe	Angal Enen	Engan	Latn	Angal Enen
aof	aof	Bragat	Torricelli	Latn	Bragat
aog	aog	Angoram	Lower Sepik	Latn	Angoram
aoi	aoi	Anindilyakwa	Arnhem	Latn	Anindilyakwa
aoj	aoj	Mufian	Torricelli	Latn	Mufian
aok	aok	Arhö	New Caledonian	Latn	Arhö
aol	aol	Alor	Malayo-Polynesian	Latn	Alor
aom	aom	Ömie	Trans-New Guinea	Latn	Ömie
aon	aon	Bumbita Arapesh	Torricelli	Latn	Bumbita Arapesh
aor	aor	Aore	North-Central Vanuatu	Latn	Aore
aos	aos	Taikat	Border	Latn	Taikat
aot	aot	Atong (India)	Bodo-Garo	Latn, Beng	Atong (India)
aou	aou	A'ou	Gelao	Latn	A'ou
aox	aox	Atorada	Arawakan	Latn	Atorada
aoz	aoz	Uab Meto	Timoric	Latn	Uab Meto
apb	apb	Sa'a	Southeast Solomonic	Latn	Sa'a
apc	apc	North Levantine Arabic	Arabic	Arab	North Levantine Arabic
apd	apd	Sudanese Arabic	Arabic	Arab	Sudanese Arabic
ape	ape	Bukiyip	Torricelli	Latn	Bukiyip
apf	apf	Pahanan Agta	Philippine	Latn	Pahanan Agta
apg	apg	Ampanang	Malayo-Polynesian	Latn	Ampanang
aph	aph	Athpare	Eastern Kiranti	Deva, Latn	Athpariya
api	api	Apiaká	Tupi-Guarani	Latn	Apiaká
apj	apj	Jicarilla	Apachean	Latn	Jicarilla Apache
apk	apk	Plains Apache	Apachean	Latn	Kiowa Apache
apl	apl	Lipan	Apachean	Latn	Lipan Apache
apm	apm	Chiricahua	Apachean	Latn	Mescalero-Chiricahua Apache
apn	apn	Apinayé	Northern Jê	Latn	Apinayé
apo	apo	Ambul	Western Oceanic	Latn	Ambul
app	app	Apma	North-Central Vanuatu	Latn	Apma
apq	apq	A-Pucikwar	Central Great Andamanese	Latn	A-Pucikwar
apr	apr	Arop-Lokep	Western Oceanic	Latn	Arop-Lokep
aps	aps	Arop-Sissano	Western Oceanic	Latn	Arop-Sissano
apt	apt	Apatani	Tani	Latn	Apatani
apu	apu	Apurinã	Arawakan	Latn	Apurinã
apv	apv	Alapmunte	Nambikwaran	Latn	Alapmunte
apw	apw	Western Apache	Apachean	Latn	Western Apache
apx	apx	Aputai	Timoric	Latn	Aputai
apy	apy	Apalaí	Guianan	Latn	Apalaí
apz	apz	Safeyoka	Trans-New Guinea	Latn	Safeyoka
aqc	aqc	Archi	Lezghian	Cyrl	Archi
aqd	aqd	Ampari Dogon	West Dogon	Latn	Ampari Dogon
aqg	aqg	Arigidi	Volta-Niger	Latn	Arigidi
aqm	aqm	Atohwaim	Trans-New Guinea	Latn	Atohwaim
aqn	aqn	Northern Alta	Philippine	Latn	Northern Alta
aqp	aqp	Atakapa	isolate	Latn	Atakapa
aqr	aqr	Arhâ	New Caledonian	Latn	Arhâ
aqt	aqt	Angaité	Mascoian	Latn	Angaité
aqz	aqz	Akuntsu	Tupian	Latn	Akuntsu
arc	arc	Aramaic	Aramaic	Hebr, Armi, Syrc, Palm, Nbat, Phnx, Mand, Samr, Hatr	Official Aramaic (700-300 BCE)
ard	ard	Arabana	Karnic	Latn	Arabana
are	are	Western Arrernte	Pama-Nyungan	Latn	Western Arrarnta
arh	arh	Arhuaco	Chibchan	Latn	Arhuaco
ari	ari	Arikara	Caddoan	Latn	Arikara
arj	arj	Arapaso	Tucanoan	Latn	Arapaso
ark	ark	Arikapú	Macro-Jê	Latn	Arikapú
arl	arl	Arabela	Zaparoan	Latn	Arabela
arn	arn	Mapudungun	Araucanian	Latn	Mapudungun
aro	aro	Araona	Tacanan	Latn	Araona
arp	arp	Arapaho	Arapahoan	Latn	Arapaho
arq	arq	Algerian Arabic	Arabic	Arab	Algerian Arabic
arr	arr	Arara-Karo	Tupian	Latn	Karo (Brazil)
ars	ars	Najdi Arabic	Arabic	Arab	Najdi Arabic
aru	aru	Arua	Arauan	Latn	Aruá (Amazonas State)
arv	arv	Arbore	East Cushitic	Latn	Arbore
arw	arw	Arawak	Ta-Arawakan	Latn	Arawak
arx	arx	Aruá	Tupian	Latn	Aruá (Rodonia State)
ary	ary	Moroccan Arabic	Arabic	Arab	Moroccan Arabic
arz	arz	Egyptian Arabic	Arabic	Arab	Egyptian Arabic
asa	asa	Pare	Pare	Latn	Asu (Tanzania)
asb	asb	Assiniboine	Dakotan	Latn	Assiniboine
asc	asc	Casuarina Coast Asmat	Trans-New Guinea	Latn	Casuarina Coast Asmat
ase	ase	American Sign Language	sign	Sgnw	American Sign Language
asf	asf	Auslan	sign	Latn	Auslan
asg	asg	Cishingini	Kambari	Latn	Cishingini
ash	ash	Abishira	isolate	Latn	Abishira
asi	asi	Buruwai	Trans-New Guinea	Latn	Buruwai
asj	asj	Nsari	Eastern Beboid	Latn	Sari
ask	ask	Ashkun	Southern Nuristani	Arab, Latn	Ashkun
asl	asl	Asilulu	Central Maluku	Latn	Asilulu
asn	asn	Xingú Asuriní	Tupi-Guarani	Latn	Xingú Asuriní
aso	aso	Dano	Kainantu-Goroka	Latn	Dano
asp	asp	Algerian Sign Language	sign		Algerian Sign Language
asq	asq	Austrian Sign Language	sign	Latn	Austrian Sign Language
asr	asr	Asuri	Munda	Latn	Asuri
ass	ass	Ipulo	Central Tivoid	Latn	Ipulo
ast	ast	Asturian	West Iberian	Latn	Asturian
asu	asu	Tocantins Asurini	Tupi-Guarani	Latn	Tocantins Asurini
asv	asv	Asoa	Mangbetu	Latn	Asoa
asw	asw	Australian Aboriginal Sign Language	sign	Latn	Australian Aborigines Sign Language
asx	asx	Muratayak	Finisterre	Latn	Muratayak
asy	asy	Yaosakor Asmat	Trans-New Guinea	Latn	Yaosakor Asmat
asz	asz	As	Halmahera-Cenderawasih	Latn	As
ata	ata	Pele-Ata	Papuan	Latn	Pele-Ata
atb	atb	Zaiwa	Burmish	Latn	Zaiwa
atc	atc	Atsahuaca	Panoan	Latn	Atsahuaca
atd	atd	Ata Manobo	Manobo	Latn	Ata Manobo
ate	ate	Atemble	Madang	Latn	Atemble
atg	atg	Okpela	Yekhee	Latn	Ivbie North-Okpela-Arhe
ati	ati	Attié	Lagoon	Latn	Attié
atj	atj	Atikamekw	Algonquian	Latn	Atikamekw
atk	atk	Ati	Philippine	Latn	Ati
atl	atl	Mount Iraya Agta	Philippine	Latn	Mt. Iraya Agta
atm	atm	Ata	Philippine	Latn	Ata
ato	ato	Atong (Cameroon)	Southwest Grassfields	Latn	Atong (Cameroon)
atp	atp	Pudtol Atta	Philippine	Latn	Pudtol Atta
atq	atq	Aralle-Tabulahan	South Sulawesi	Latn	Aralle-Tabulahan
atr	atr	Waimiri-Atroari	Cariban	Latn	Waimiri-Atroari
ats	ats	Gros Ventre	Arapahoan	Latn	Gros Ventre
att	att	Pamplona Atta	Philippine	Latn	Pamplona Atta
atu	atu	Reel	Dinka-Nuer	Latn	Reel
atv	atv	Northern Altai	Siberian Turkic	Cyrl	Northern Altai
atw	atw	Atsugewi	Palaihnihan	Latn	Atsugewi
atx	atx	Arutani		Latn	Arutani
aty	aty	Aneityum	Oceanic	Latn	Aneityum
atz	atz	Arta	Philippine	Latn	Arta
aua	aua	Asumboa	Oceanic	Latn	Asumboa
aub	aub	Alugu	Loloish	Latn	Alugu
auc	auc	Huaorani	isolate	Latn	Waorani
aud	aud	Anuta	Nuclear Polynesian	Latn	Anuta
aug	aug	Aguna	Gbe	Latn	Aguna
auh	auh	Aushi	Sabi	Latn	Aushi
aui	aui	Anuki	Western Oceanic	Latn	Anuki
auj	auj	Awjila	Berber	Latn, Arab, Tfng	Awjilah
auk	auk	Heyo	Torricelli	Latn	Heyo
aul	aul	Aulua	North-Central Vanuatu	Latn	Aulua
aum	aum	Asu	Nupe-Gbagyi	Latn	Asu (Nigeria)
aun	aun	Molmo One	Torricelli	Latn	Molmo One
auo	auo	Auyokawa	West Chadic	Latn	Auyokawa
aup	aup	Makayam	Trans-New Guinea	Latn	Makayam
auq	auq	Anus	Western Oceanic	Latn	Anus
aur	aur	Aruek	Torricelli	Latn	Aruek
aut	aut	Austral	Eastern Polynesian	Latn	Austral
auu	auu	Auye	Trans-New Guinea	Latn	Auye
auw	auw	Awyi	Border	Latn	Awyi
aux	aux	Aurá	Tupi-Guarani	Latn	Aurá
auy	auy	Auyana	Kainantu-Goroka	Latn	Awiyaana
auz	auz	Uzbeki Arabic	Arabic	Arab	Uzbeki Arabic
avb	avb	Avau	Western Oceanic	Latn	Avau
avd	avd	Alviri-Vidari	Median	fa-Arab	Alviri-Vidari
avi	avi	Avikam	Lagoon	Latn	Avikam
avk	avk	Kotava	constructed	Latn	Kotava
avm	avm	Angkamuthi	Paman	Latn	Angkamuthi
avn	avn	Avatime	Ka-Togo	Latn	Avatime
avo	avo	Agavotaguerra	Arawakan	Latn	Agavotaguerra
avs	avs	Aushiri	Zaparoan	Latn	Aushiri
avt	avt	Au	Torricelli	Latn	Au
avu	avu	Avokaya	Moru-Madi	Latn	Avokaya
avv	avv	Avá-Canoeiro	Tupi-Guarani	Latn	Avá-Canoeiro
awa	awa	Awadhi	Eastern Hindi	Deva, Kthi, fa-Arab	Awadhi
awb	awb	Awa (New Guinea)	Kainantu-Goroka	Latn	Awa (Papua New Guinea)
awc	awc	Cicipu	Kambari	Latn	Cicipu
awe	awe	Awetí	Tupian	Latn	Awetí
awg	awg	Anguthimri	Pama-Nyungan	Latn	Anguthimri
awh	awh	Awbono	Trans-New Guinea	Latn	Awbono
awi	awi	Aekyom	Trans-New Guinea	Latn	Aekyom
awk	awk	Awabakal	Pama-Nyungan	Latn	Awabakal
awm	awm	Arawum	Madang	Latn	Arawum
awn	awn	Awngi	Central Cushitic	Ethi	Awngi
awo	awo	Awak	Waja-Kam	Latn	Awak
awr	awr	Awera	Lakes Plain	Latn	Awera
aws	aws	South Awyu	Trans-New Guinea	Latn	South Awyu
awt	awt	Araweté	Tupi-Guarani	Latn	Araweté
awu	awu	Central Awyu	Trans-New Guinea	Latn	Central Awyu
awv	awv	Jair Awyu	Trans-New Guinea	Latn	Jair Awyu
aww	aww	Awun	Sepik	Latn	Awun
awx	awx	Awara	Finisterre	Latn	Awara
awy	awy	Edera Awyu	Trans-New Guinea	Latn	Edera Awyu
axb	axb	Abipon	Guaicuruan	Latn	Abipon
axe	axe	Ayerrerenge	Pama-Nyungan	Latn	Ayerrerenge
axg	axg	Mato Grosso Arára		Latn	Mato Grosso Arára
axk	axk	Aka (Central Africa)	Ngondi-Ngiri	Latn	Yaka (Central African Republic)
axl	axl	Lower Southern Aranda	Pama-Nyungan	Latn	Lower Southern Aranda
axm	axm	Middle Armenian	Armenian	Armn	Middle Armenian
axx	axx	Xaragure	New Caledonian	Latn	Xârâgurè
aya	aya	Awar	Papuan	Latn	Awar
ayb	ayb	Ayizo	Phla-Pherá	Latn	Ayizo Gbe
ayd	ayd	Ayabadhu	Paman	Latn	Ayabadhu
aye	aye	Ayere	Ayere-Ahan	Latn	Ayere
ayg	ayg	Nyanga (Togo)	Guang	Latn	Ginyanga
ayi	ayi	Leyigha	East-West Upper Cross River	Latn	Leyigha
ayk	ayk	Akuku	Northwestern Edoid	Latn	Akuku
ayl	ayl	Libyan Arabic	Arabic	Arab	Libyan Arabic
ayn	ayn	Yemeni Arabic	Arabic	Arab	Sanaani Arabic
ayo	ayo	Ayoreo	Zamucoan	Latn	Ayoreo
ayp	ayp	North Mesopotamian Arabic	Arabic	Arab	North Mesopotamian Arabic
ayq	ayq	Ayi	Sepik	Latn	Ayi (Papua New Guinea)
ays	ays	Sorsogon Ayta	Philippine	Latn	Sorsogon Ayta
ayt	ayt	Bataan Ayta	Philippine	Latn	Magbukun Ayta
ayu	ayu	Ayu	Atlantic-Congo	Latn	Ayu
ayz	ayz	Maybrat	West Papuan	Latn	Mai Brat
aza	aza	Azha	Loloish	Latn	Azha
azd	azd	Eastern Durango Nahuatl	Nahuan	Latn	Eastern Durango Nahuatl
azg	azg	San Pedro Amuzgos Amuzgo	Oto-Manguean	Latn	San Pedro Amuzgos Amuzgo
azm	azm	Ipalapa Amuzgo	Oto-Manguean	Latn	Ipalapa Amuzgo
azn	azn	Western Durango Nahuatl	Nahuan	Latn	Western Durango Nahuatl
azo	azo	Awing	Ngemba	Latn	Awing
azt	azt	Faire Atta	Philippine	Latn	Faire Atta
azz	azz	Highland Puebla Nahuatl	Nahuan	Latn	Highland Puebla Nahuatl
baa	baa	Babatana	Western Oceanic	Latn	Babatana
bab	bab	Bainouk-Gunyuño	Banyum	Latn	Bainouk-Gunyuño
bac	bac	Badui	Malayo-Sumbawan	Latn	Badui
bae	bae	Baré	Arawakan	Latn	Baré
baf	baf	Nubaca	Yambasa	Latn	Nubaca
bag	bag	Tuki	Mbam	Latn	Tuki
bah	bah	Bahamian Creole	creole or pidgin	Latn	Bahamas Creole English
baj	baj	Barakai	Central-Eastern Malayo-Polynesian	Latn	Barakai
bal	bal	Baluchi	Northwestern Iranian	fa-Arab	Baluchi
ban	ban	Balinese	Malayo-Chamic	Latn, Bali	Balinese
bao	bao	Waimaha	Tucanoan	Latn	Waimaha
bap	bap	Bantawa	Central Kiranti	Deva	Bantawa
bar	bar	Bavarian	West Germanic	Latn	Bavarian
bas	bas	Basaa	Basaa	Latn	Basa (Cameroon)
bau	bau	Badanchi	Jarawa	Latn	Bada (Nigeria)
bav	bav	Babungo	Northern Ring	Latn	Vengo
baw	baw	Bambili-Bambui	Ngemba	Latn	Bambili-Bambui
bax	bax	Bamum	Nun	Latn, Bamu	Bamun
bay	bay	Batuley	Malayo-Polynesian	Latn	Batuley
bba	bba	Baatonum	Savanna	Latn	Baatonum
bbb	bbb	Barai	Trans-New Guinea	Latn	Barai
bbc	bbc	Toba Batak	Batak	Latn, Batk	Batak Toba
bbd	bbd	Bau	Madang	Latn	Bau
bbe	bbe	Bangba	Eastern Ngbaka	Latn	Bangba
bbf	bbf	Baibai	Papuan	Latn	Baibai
bbg	bbg	Barama	Sira	Latn	Barama
bbh	bbh	Bugan	Pakanic	Latn	Bugan
bbi	bbi	Barombi	Basaa	Latn	Barombi
bbj	bbj	Ghomala'	Bamileke	Latn	Ghomálá'
bbk	bbk	Babanki	Central Ring	Latn	Babanki
bbl	bbl	Bats	Nakh	Geor	Bats
bbm	bbm	Babango	Bati-Angba	Latn	Babango
bbn	bbn	Uneapa	Western Oceanic	Latn	Uneapa
bbo	bbo	Konabéré	Soninke-Bobo	Latn	Northern Bobo Madaré
bbp	bbp	West Central Banda	Banda	Latn	West Central Banda
bbq	bbq	Bamali	Nun	Latn	Bamali
bbr	bbr	Girawa	Madang	Latn	Girawa
bbs	bbs	Bakpinka	Upper Cross River	Latn	Bakpinka
bbt	bbt	Mburku	West Chadic	Latn	Mburku
bbu	bbu	Bakulung	Jarawan	Latn	Kulung (Nigeria)
bbv	bbv	Karnai	Western Oceanic	Latn	Karnai
bbw	bbw	Baba	Nun	Latn	Baba
bbx	bbx	Bubia	Southern Bantoid	Latn	Bubia
bby	bby	Befang	Southern Bantoid	Latn	Befang
bca	bca	Central Bai	Greater Bai	Hani, Latn	Central Bai
bcb	bcb	Bainouk-Samik	Banyum	Latn	Bainouk-Samik
bcd	bcd	North Babar	Timoric	Latn	North Babar
bce	bce	Bamenyam	Nun	Latn	Bamenyam
bcf	bcf	Bamu	Kiwaian	Latn	Bamu
bcg	bcg	Baga Pokur	Nalu	Latn	Baga Pokur
bch	bch	Bariai	Western Oceanic	Latn	Bariai
bci	bci	Baoule	Central Tano	Latn	Baoulé
bcj	bcj	Bardi	Nyulnyulan	Latn	Bardi
bck	bck	Bunaba	Bunuban	Latn	Bunuba
bcl	bcl	Bikol Central	Philippine	Latn	Central Bikol
bcm	bcm	Banoni	Western Oceanic	Latn	Bannoni
bcn	bcn	Bibaali	Mumuye-Yendang	Latn	Bali (Nigeria)
bco	bco	Kaluli	Trans-New Guinea	Latn	Kaluli
bcp	bcp	Bali	Komo-Bira	Latn	Bali (Democratic Republic of Congo)
bcq	bcq	Bench	Omotic	Latn	Bench
bcr	bcr	Babine-Witsuwit'en	North Athabaskan	Latn	Babine
bcs	bcs	Kohumono	North-South Upper Cross River	Latn	Kohumono
bct	bct	Bendi	Mangbutu-Lese	Latn	Bendi
bcu	bcu	Biliau	Western Oceanic	Latn	Awad Bing
bcv	bcv	Shoo-Minda-Nye	Jukunoid	Latn	Shoo-Minda-Nye
bcw	bcw	Bana	Central Chadic	Latn	Bana
bcy	bcy	Bacama	Central Chadic	Latn	Bacama
bcz	bcz	Bainouk-Gunyaamolo	Banyum	Latn	Bainouk-Gunyaamolo
bda	bda	Bayot	Jola	Latn	Bayot
bdb	bdb	Basap	North Bornean	Latn	Basap
bdc	bdc	Emberá-Baudó	Chocoan	Latn	Emberá-Baudó
bdd	bdd	Bunama	Western Oceanic	Latn	Bunama
bde	bde	Bade	West Chadic	Latn	Bade
bdf	bdf	Biage	Trans-New Guinea	Latn	Biage
bdg	bdg	Bonggi	North Bornean	Latn	Bonggi
bdh	bdh	Tara Baka	Bongo-Baka	Latn	Baka (South Sudan)
bdi	bdi	Burun	Western Nilotic	Latn	Burun
bdj	bdj	Bai	Sere	Latn	Bai (South Sudan)
bdk	bdk	Budukh	Southern Samur	Cyrl	Budukh
bdl	bdl	Indonesian Bajau	Malayo-Polynesian	Latn	Indonesian Bajau
bdm	bdm	Buduma	Central Chadic	Latn	Buduma
bdn	bdn	Baldemu	Central Chadic	Latn	Baldemu
bdo	bdo	Morom	Bagirmi	Latn	Morom
bdp	bdp	Bende	Bantu	Latn	Bende
bdq	bdq	Bahnar	Bahnaric	Latn	Bahnar
bdr	bdr	West Coast Bajau	Sama-Bajaw	Latn	West Coast Bajau
bds	bds	Burunge	South Cushitic	Latn	Burunge
bdt	bdt	Bokoto	Western Gbaya	Latn	Bokoto
bdu	bdu	Oroko	Sawabantu	Latn	Oroko
bdv	bdv	Bodo Parja	Eastern Indo-Aryan	Orya	Bodo Parja
bdw	bdw	Baham	Papuan	Latn	Baham
bdx	bdx	Budong-Budong	South Sulawesi	Latn	Budong-Budong
bdy	bdy	Bandjalang	Pama-Nyungan	Latn	Bandjalang
bdz	bdz	Badeshi	Western Indo-Aryan		Badeshi
bea	bea	Beaver	North Athabaskan	Latn	Beaver
beb	beb	Bebele	Beti	Latn	Bebele
bec	bec	Iceve-Maci	Central Tivoid	Latn	Iceve-Maci
bed	bed	Bedoanas	Halmahera-Cenderawasih	Latn	Bedoanas
bee	bee	Byangsi	Almora	Deva	Byangsi
bef	bef	Benabena	Kainantu-Goroka	Latn	Benabena
beg	beg	Belait	North Sarawakan	Latn	Belait
beh	beh	Biali	Eastern Oti-Volta	Latn	Biali
bei	bei	Bekati'	Land Dayak	Latn	Bekati'
bej	bej	Beja	Cushitic	Arab, Latn	Beja
bek	bek	Bebeli	Western Oceanic	Latn	Bebeli
bem	bem	Bemba	Sabi	Latn	Bemba (Zambia)
beo	beo	Beami	Papuan	Latn	Beami
bep	bep	Besoa	Kaili-Pamona	Latn	Besoa
beq	beq	Beembe	Kongo	Latn	Beembe
bes	bes	Besme	Kim	Latn	Besme
bet	bet	Guiberoua Bété	Bété	Latn	Guiberoua Béte
beu	beu	Blagar	Trans-New Guinea	Latn	Blagar
bev	bev	Daloa Bété	Bété	Latn	Daloa Bété
bew	bew	Betawi	creole or pidgin	Latn	Betawi
bex	bex	Jur Modo	Bongo-Baka	Latn	Jur Modo
bey	bey	Akuwagel	Torricelli	Latn	Beli (Papua New Guinea)
bez	bez	Kibena	Bena-Kinga	Latn	Bena (Tanzania)
bfa	bfa	Bari	Bari	Latn	Bari
bfb	bfb	Pauri Bareli	Bhil	Deva	Pauri Bareli
bfc	bfc	Northern Bai	Greater Bai	Hani, Latn	Panyi Bai
bfd	bfd	Bafut	Ngemba	Latn	Bafut
bfe	bfe	Betaf	Tor-Kwerba	Latn	Betaf
bff	bff	Bofi	Eastern Gbaya	Latn	Bofi
bfg	bfg	Busang Kayan	Malayo-Polynesian	Latn	Busang Kayan
bfh	bfh	Blafe	Papuan	Latn	Blafe
bfi	bfi	British Sign Language	sign	Latn	British Sign Language
bfj	bfj	Bafanji	Nun	Latn	Bafanji
bfk	bfk	Ban Khor Sign Language	sign		Ban Khor Sign Language
bfl	bfl	Banda-Ndélé	Central Banda	Latn	Banda-Ndélé
bfm	bfm	Mmen	Central Ring	Latn	Mmen
bfn	bfn	Bunak	Trans-New Guinea	Latn	Bunak
bfo	bfo	Malba Birifor	Moré	Latn	Malba Birifor
bfp	bfp	Beba	Ngemba	Latn	Beba
bfq	bfq	Badaga	Dravidian	Knda	Badaga
bfr	bfr	Bazigar	Dravidian		Bazigar
bfs	bfs	Southern Bai	Greater Bai	Hani, Latn	Southern Bai
bft	bft	Balti	Ladakhi-Balti	fa-Arab, Deva, Tibt	Balti
bfu	bfu	Gahri	West Himalayish	Takr, Tibt	Gahri
bfw	bfw	Bondo	Munda	Orya	Bondo
bfx	bfx	Bantayanon	Philippine	Latn	Bantayanon
bfy	bfy	Bagheli	Eastern Hindi	Deva	Bagheli
bfz	bfz	Mahasu Pahari	Western Pahari	Deva	Mahasu Pahari
bga	bga	Gwamhi-Wuri	Northwest Kainji	Latn	Gwamhi-Wuri
bgb	bgb	Bobongko	Saluan-Banggai	Latn	Bobongko
bgc	bgc	Haryanvi	Central Indo-Aryan	Deva	Haryanvi
bgd	bgd	Rathwi Bareli	Bhil	Deva	Rathwi Bareli
bge	bge	Bauria	Bhil	Deva	Bauria
bgf	bgf	Bangandu	Southern Gbaya	Latn	Bangandu
bgg	bgg	Bugun	Kho-Bwa	Latn	Bugun
bgi	bgi	Giangan	Philippine	Latn	Giangan
bgj	bgj	Bangolan	Nun	Latn	Bangolan
bgk	bgk	Bit	Palaungic	Latn	Bit
bgl	bgl	Bo	Vietic		Bo (Laos)
bgo	bgo	Baga Koga	Baga	Latn	Baga Koga
bgq	bgq	Bagri	Western Indo-Aryan	Deva	Bagri
bgr	bgr	Bawm Chin	Kukish	Latn	Bawm Chin
bgs	bgs	Tagabawa	Manobo	Latn	Tagabawa
bgt	bgt	Bughotu	Southeast Solomonic	Latn	Bughotu
bgu	bgu	Mbongno	Mambiloid	Latn	Mbongno
bgv	bgv	Warkay-Bipim	Trans-New Guinea	Latn	Warkay-Bipim
bgw	bgw	Bhatri	Eastern Indo-Aryan	Deva	Bhatri
bgx	bgx	Balkan Gagauz Turkish	Oghuz	Latn	Balkan Gagauz Turkish
bgy	bgy	Benggoi	Central Maluku	Latn	Benggoi
bgz	bgz	Banggai	Saluan-Banggai	Latn	Banggai
bha	bha	Bharia	Dravidian	Deva	Bharia
bhb	bhb	Bhili	Bhil	Deva	Bhili
bhc	bhc	Biga	Halmahera-Cenderawasih	Latn	Biga
bhd	bhd	Bhadrawahi	Western Pahari	Arab, Deva	Bhadrawahi
bhe	bhe	Bhaya	Western Indo-Aryan		Bhaya
bhf	bhf	Odiai	Kwomtari	Latn	Odiai
bhg	bhg	Binandere	Trans-New Guinea	Latn	Binandere
bhh	bhh	Bukhari	Southwestern Iranian	Cyrl, Hebr, Latn, fa-Arab	Bukharic
bhi	bhi	Bhilali	Bhil	Deva	Bhilali
bhj	bhj	Bahing	Western Kiranti	Deva, Latn	Bahing
bhl	bhl	Bimin	Ok	Latn	Bimin
bhm	bhm	Bathari	Modern South Arabian	Arab, Latn	Bathari
bhn	bhn	Bohtan Neo-Aramaic	Northeastern Neo-Aramaic		Bohtan Neo-Aramaic
bho	bho	Bhojpuri	Eastern Hindi	Deva, Kthi	Bhojpuri
bhp	bhp	Bima	Central-Eastern Malayo-Polynesian	Latn	Bima
bhq	bhq	Tukang Besi South	Muna-Buton	Latn	Tukang Besi South
bhs	bhs	Buwal	Central Chadic	Latn	Buwal
bht	bht	Bhattiyali	Western Pahari	Deva	Bhattiyali
bhu	bhu	Bhunjia	Eastern Indo-Aryan	Deva, Orya	Bhunjia
bhv	bhv	Bahau	Malayo-Polynesian	Latn	Bahau
bhw	bhw	Biak	Halmahera-Cenderawasih	Latn	Biak
bhx	bhx	Bhalay	Indo-Aryan		Bhalay
bhy	bhy	Bhele	Komo-Bira	Latn	Bhele
bhz	bhz	Bada	Kaili-Pamona	Latn	Bada (Indonesia)
bia	bia	Badimaya	Southwest Pama-Nyungan	Latn	Badimaya
bib	bib	Bissa	Bisa-Busa	Latn	Bissa
bid	bid	Bidiyo	East Chadic	Latn	Bidiyo
bie	bie	Bepour	Madang	Latn	Bepour
bif	bif	Biafada	Tenda	Latn	Biafada
big	big	Biangai	Papuan	Latn	Biangai
bil	bil	Bile	Jarawan	Latn	Bile
bim	bim	Bimoba	Gurma	Latn	Bimoba
bin	bin	Edo	Edo-Esan-Ora	Latn	Bini
bio	bio	Nai	Kwomtari	Latn	Nai
bip	bip	Bila	Komo-Bira	Latn	Bila
biq	biq	Bipi	Admiralty Islands	Latn	Bipi
bir	bir	Bisorio	Engan	Latn	Bisorio
bit	bit	Berinomo	Sepik	Latn	Berinomo
biu	biu	Biete	Kukish	Latn	Biete
biv	biv	Southern Birifor	Moré	Latn	Southern Birifor
biw	biw	Kol (Cameroon)	Makaa	Latn	Kol (Cameroon)
bix	bix	Bijori	Munda	Deva	Bijori
biy	biy	Birhor	Munda	Deva	Birhor
biz	biz	Baloi	Ngondi-Ngiri	Latn	Baloi
bja	bja	Budza	Buja-Ngombe	Latn	Budza
bjb	bjb	Barngarla	Pama-Nyungan	Latn	Banggarla
bjc	bjc	Bariji	Trans-New Guinea	Latn	Bariji
bje	bje	Biao-Jiao Mien	Mien	Hani, Latn	Biao-Jiao Mien
bjf	bjf	Barzani Jewish Neo-Aramaic	Northeastern Neo-Aramaic	Hebr	Barzani Jewish Neo-Aramaic
bjg	bjg	Bidyogo	Bak	Latn	Bidyogo
bjh	bjh	Bahinemo	Sepik	Latn	Bahinemo
bji	bji	Burji	Highland East Cushitic	Latn, Ethi	Burji
bjj	bjj	Kannauji	Central Indo-Aryan	Deva	Kanauji
bjk	bjk	Barok	Western Oceanic	Latn	Barok
bjl	bjl	Bulu (New Guinea)	Western Oceanic	Latn	Bulu (Papua New Guinea)
bjm	bjm	Bajelani	Zaza-Gorani	Latn, Arab	Bajelani
bjn	bjn	Banjarese	Malayic	Latn, Arab	Banjar
bjo	bjo	Mid-Southern Banda	Central Banda	Latn	Mid-Southern Banda
bjp	bjp	Fanamaket	Oceanic	Latn	Fanamaket
bjr	bjr	Binumarien	Kainantu-Goroka	Latn	Binumarien
bjs	bjs	Bajan	creole or pidgin	Latn	Bajan
bjt	bjt	Balanta-Ganja	Bak	Arab, Latn	Balanta-Ganja
bju	bju	Busuu	Furu	Latn	Busuu
bjv	bjv	Bedjond	Sara	Latn	Bedjond
bjw	bjw	Bakwé	Eastern Kru	Latn	Bakwé
bjx	bjx	Banao Itneg	Philippine	Latn	Banao Itneg
bjy	bjy	Bayali	Pama-Nyungan	Latn	Bayali
bjz	bjz	Baruga	Trans-New Guinea	Latn	Baruga
bka	bka	Kyak	Bikwin-Jen	Latn	Kyak
bkc	bkc	Baka	Baka	Latn	Baka (Cameroon)
bkd	bkd	Binukid	Manobo	Latn	Binukid
bkf	bkf	Beeke	Komo-Bira	Latn	Beeke
bkg	bkg	Buraka	Gbanziri	Latn	Buraka
bkh	bkh	Bakoko	Basaa	Latn	Bakoko
bki	bki	Baki	North-Central Vanuatu	Latn	Baki
